whois_regDate,whois_expDate,whois_updatedDate,dot_count,url_len,digit_count,special_count,hyphen_count,double_slash,single_slash,at_the_rate,protocol,protocol_count
6114,93,300,3,31,4,0,0,0,2,0,0,0
6944,1090,951,3,28,0,0,0,0,1,0,0,0
8958,537,112,2,38,0,0,0,0,2,0,0,0
7293,11,353,3,49,0,1,2,0,1,0,0,0
8361,39,242,3,34,1,0,0,0,2,0,0,0
6762,552,68,3,34,1,0,0,0,2,0,0,0
6773,344,50,3,33,0,0,0,0,2,0,0,0
6762,552,68,2,21,1,0,0,0,1,0,0,0
6734,353,41,3,33,0,1,0,0,2,0,0,0
6762,552,68,3,34,1,0,0,0,2,0,0,0
-1,-1,-1,3,43,0,0,0,0,1,0,0,0
8952,177,58,2,28,0,0,0,0,2,0,0,0
8332,66,307,3,39,0,1,0,0,2,0,0,0
8958,537,112,2,25,0,0,0,0,2,0,0,0
8958,537,112,2,32,0,1,0,0,2,0,0,0
7292,378,237,3,36,0,1,0,0,1,0,0,0
8958,537,112,3,45,1,0,0,0,2,0,0,0
7481,553,112,1,25,0,0,0,0,2,0,0,0
9073,56,292,3,45,0,0,0,0,2,0,0,0
7937,1192,636,3,25,0,0,0,0,1,0,0,0
8958,537,112,2,40,0,0,0,0,1,0,0,0
9119,12,356,2,27,0,0,0,0,1,0,0,0
8958,537,112,2,29,0,0,0,0,2,0,0,0
7481,553,112,3,39,0,0,0,0,3,0,0,0
8958,537,112,3,57,0,0,0,0,2,0,0,0
7481,553,112,3,45,0,0,0,0,3,0,0,0
8958,537,112,2,33,0,0,0,0,2,0,0,0
7284,386,1093,2,28,0,0,0,0,1,0,0,0
8356,44,330,3,33,0,0,0,0,2,0,0,0
6773,344,50,4,36,0,0,0,0,2,0,0,0
9119,12,356,4,36,0,0,0,0,1,0,0,0
8411,1450,1965,2,32,0,0,0,0,2,0,0,0
6973,1426,459,3,38,0,0,1,0,2,0,0,0
8519,245,177,2,24,0,0,0,0,2,0,0,0
6215,359,27,2,20,0,0,0,0,2,0,0,0
7054,250,113,3,41,0,0,0,0,2,0,0,0
6501,298,71,3,37,0,0,0,0,2,0,0,0
7237,131,217,2,49,5,0,0,0,4,0,0,0
5116,362,23,3,34,0,0,0,0,1,0,0,0
-1,-1,-1,3,35,0,0,0,0,2,0,0,0
-1,-1,-1,4,46,0,1,0,0,3,0,0,0
7481,553,112,2,34,0,0,0,0,3,0,0,0
-1,-1,-1,3,20,1,0,0,0,1,0,0,0
6875,63,331,2,31,0,0,0,0,2,0,0,0
6001,938,947,2,49,0,0,2,0,2,0,0,0
3708,308,57,4,45,0,1,0,0,2,0,0,0
8253,145,279,3,61,0,0,0,0,3,0,0,0
8002,1129,80,3,33,0,0,0,0,1,0,0,0
7239,65,299,2,32,0,0,1,0,1,0,0,0
7459,209,154,3,47,0,1,0,0,2,0,0,0
4945,167,204,3,69,1,5,0,0,1,0,0,0
5750,93,271,3,80,0,0,5,0,3,0,0,0
4004,12,33,2,30,1,0,1,0,2,0,0,0
8958,537,112,3,30,0,0,1,0,1,0,0,0
6875,63,331,2,25,0,0,0,0,2,0,0,0
351,379,11,3,32,0,0,0,0,1,0,0,0
8581,183,241,3,40,0,0,1,0,1,0,0,0
7481,553,112,2,34,1,0,0,0,3,0,0,0
-1,-1,-1,2,47,0,0,0,0,2,0,0,0
2825,96,644,2,29,0,0,2,0,2,0,0,0
7481,553,112,2,35,0,0,0,0,3,0,0,0
7481,553,112,2,30,0,0,0,0,3,0,0,0
7340,330,45,2,18,0,0,0,0,2,0,0,0
7060,244,121,3,31,0,0,0,0,1,0,0,0
-1,-1,-1,2,30,0,0,0,0,2,0,0,0
-1,-1,-1,3,33,0,0,0,0,2,0,0,0
7642,26,337,2,38,0,0,0,0,2,0,0,0
7344,326,37,1,24,0,0,0,0,2,0,0,0
6875,63,331,2,33,0,0,0,0,2,0,0,0
-1,-1,-1,2,19,0,0,0,0,2,0,0,0
7868,165,214,2,35,0,0,0,0,2,0,0,0
7866,533,1020,2,28,0,0,0,0,2,0,0,0
4289,93,271,1,29,0,0,1,0,2,0,0,0
4289,93,271,2,31,0,0,1,0,2,0,0,0
6499,74,339,3,36,0,0,1,0,2,0,0,0
8428,338,42,5,55,0,0,2,0,2,0,0,0
7070,234,207,3,40,4,1,0,0,2,0,0,0
7481,553,112,2,36,1,0,0,0,3,0,0,0
-1,197,97,3,31,0,0,0,0,1,0,0,0
-1,-1,-1,3,27,0,0,1,0,1,0,0,0
7481,553,112,3,49,1,0,0,0,3,0,0,0
6684,254,171,2,20,1,0,0,0,2,0,0,0
7481,553,112,2,35,1,0,0,0,3,0,0,0
6745,193,185,4,48,0,0,0,0,2,0,0,0
-1,-1,-1,3,39,0,0,1,0,1,0,0,0
6977,327,97,3,30,0,0,0,0,1,0,0,0
8958,537,112,3,45,0,0,0,0,1,0,0,0
-1,-1,-1,2,39,0,0,1,0,3,0,0,0
6990,314,50,3,45,0,0,1,0,1,0,0,0
7481,553,112,3,50,0,0,0,0,4,0,0,0
-1,-1,-1,3,45,0,0,0,0,2,0,0,0
7481,553,112,2,37,0,0,0,0,3,0,0,0
8958,537,112,2,39,0,1,0,0,2,0,0,0
6762,552,68,2,25,1,0,0,0,2,0,0,0
8260,138,651,3,31,0,0,0,0,1,0,0,0
6711,593,140,3,30,0,0,0,0,1,0,0,0
11807,245,-1,2,17,0,0,0,0,2,0,0,0
7481,553,112,2,31,1,0,0,0,3,0,0,0
7481,553,112,2,25,0,0,0,0,3,0,0,0
7481,553,112,2,33,1,0,0,0,3,0,0,0
6580,60,288,2,36,0,2,1,0,2,0,0,0
7481,553,112,3,48,1,0,0,0,3,0,0,0
7968,65,298,3,31,0,0,0,0,1,0,0,0
7488,180,185,2,40,1,2,0,0,2,0,0,0
9073,56,292,3,36,0,0,0,0,2,0,0,0
-1,-1,-1,3,24,1,0,0,0,2,0,0,0
7481,553,112,2,32,1,0,0,0,3,0,0,0
-1,-1,-1,3,26,0,0,0,0,3,0,0,0
7488,180,185,2,27,1,0,1,0,2,0,0,0
6963,1802,67,2,27,0,0,0,0,1,0,0,0
-1,-1,-1,4,34,0,0,0,0,2,0,0,0
-1,-1,-1,4,29,1,0,1,0,2,0,0,0
-1,-1,-1,3,25,6,0,0,0,2,0,0,0
6081,127,237,2,30,0,0,0,0,2,0,0,0
-1,-1,-1,3,30,1,0,0,0,2,0,0,0
7488,180,185,3,49,1,0,1,0,3,0,0,0
8320,444,318,2,35,0,0,0,0,2,0,0,0
4863,249,160,2,25,0,0,0,0,2,0,0,0
8958,537,112,3,66,0,0,0,0,2,0,0,0
6193,746,69,3,23,1,0,1,0,1,0,0,0
-1,-1,17,3,29,0,0,0,0,2,0,0,0
7481,553,112,3,41,0,0,0,0,3,0,0,0
-1,-1,-1,2,19,0,0,0,0,1,0,0,0
-1,-1,-1,4,37,0,1,0,0,2,0,0,0
7713,320,48,3,37,0,0,0,0,1,0,0,0
-1,-1,-1,3,25,0,1,0,0,1,0,0,0
7481,553,112,2,30,1,0,0,0,3,0,0,0
8411,1450,1965,3,43,0,0,0,0,3,0,0,0
7953,1541,585,3,41,0,0,0,0,2,0,0,0
6292,281,88,3,37,0,1,0,0,1,0,0,0
-1,-1,-1,1,22,0,0,0,0,2,0,0,0
-1,-1,-1,2,32,0,0,1,0,2,0,0,0
-1,-1,-1,4,37,0,0,0,0,1,0,0,0
-1,-1,-1,3,30,0,0,0,0,1,0,0,0
7649,750,12,3,59,1,2,0,0,3,0,0,0
4917,1656,113,2,41,2,0,2,0,2,0,0,0
2879,42,316,2,34,0,0,1,0,2,0,0,0
3996,386,0,2,49,0,2,0,0,2,0,0,0
10294,298,69,3,39,1,0,0,0,2,0,0,0
-1,-1,-1,3,23,0,0,0,0,2,0,0,0
9073,56,292,3,40,0,0,0,0,2,0,0,0
7481,553,112,2,43,1,0,0,0,3,0,0,0
-1,-1,4,3,30,0,0,0,0,1,0,0,0
7070,234,207,3,40,4,1,0,0,2,0,0,0
7481,553,112,3,45,1,0,0,0,3,0,0,0
7086,218,203,2,28,0,0,0,0,1,0,0,0
8958,537,112,2,33,0,1,0,0,2,0,0,0
8958,537,112,2,35,0,0,0,0,2,0,0,0
7481,553,112,2,39,0,0,0,0,3,0,0,0
7481,553,112,2,42,1,1,0,0,3,0,0,0
8958,537,112,3,35,0,0,0,0,1,0,0,0
-1,-1,-1,2,26,0,0,0,0,2,0,0,0
7481,553,112,2,33,1,0,0,0,3,0,0,0
-1,-1,-1,3,54,0,0,1,0,3,0,0,0
7874,1620,318,3,36,0,0,0,0,1,0,0,0
7481,553,112,2,30,1,0,0,0,3,0,0,0
7198,1933,285,2,30,0,0,0,0,2,0,0,0
5439,769,32,3,35,0,0,0,0,1,0,0,0
6737,201,155,2,29,0,0,0,0,2,0,0,0
8067,1429,187,2,28,0,0,0,0,1,0,0,0
-1,-1,-1,3,40,2,0,0,0,2,0,0,0
7481,553,112,3,42,0,0,0,0,3,0,0,0
6875,63,331,2,44,0,0,0,0,2,0,0,0
8458,308,55,2,28,0,0,0,0,2,0,0,0
7227,77,348,2,30,0,0,1,0,2,0,0,0
5440,403,326,3,32,0,0,0,0,2,0,0,0
6111,97,266,3,39,0,2,0,0,1,0,0,0
6760,1715,488,2,24,0,0,0,0,1,0,0,0
8958,537,112,3,44,0,0,0,0,2,0,0,0
6875,63,331,3,40,0,1,0,0,2,0,0,0
7041,75,273,3,45,0,0,0,0,3,0,0,0
8523,241,121,2,26,0,0,0,0,2,0,0,0
-1,-1,-1,2,24,0,0,0,0,2,0,0,0
9119,12,356,2,28,0,0,0,0,2,0,0,0
6919,385,421,3,29,0,0,0,0,1,0,0,0
9073,56,292,2,31,0,0,0,0,2,0,0,0
7216,454,309,2,27,1,0,0,0,1,0,0,0
9142,355,9,2,27,0,0,0,0,2,0,0,0
-1,-1,-1,2,30,0,0,0,0,2,0,0,0
8133,996,6,2,22,0,0,0,0,2,0,0,0
8847,1380,431,2,34,0,0,0,0,3,0,0,0
6618,320,1,2,19,0,0,0,0,2,0,0,0
6734,353,41,4,33,1,0,0,0,2,0,0,0
7031,273,107,3,29,0,0,0,0,1,0,0,0
6762,552,68,2,26,1,0,0,0,2,0,0,0
7630,38,3295,2,25,0,0,0,0,2,0,0,0
7481,553,112,2,32,0,0,0,0,3,0,0,0
7216,454,309,4,42,0,0,0,0,2,0,0,0
7553,115,2,3,42,0,0,0,0,2,0,0,0
7923,110,314,3,34,0,0,0,0,2,0,0,0
9073,56,292,2,43,2,0,0,0,2,0,0,0
6529,44,335,2,34,1,0,0,0,2,0,0,0
9512,350,49,2,32,0,0,0,0,3,0,0,0
8958,537,112,2,31,1,0,0,0,2,0,0,0
6616,322,1204,2,26,0,0,0,0,2,0,0,0
6855,83,305,3,43,0,0,0,0,2,0,0,0
7481,553,112,1,27,0,0,0,0,2,0,0,0
8741,391,10,3,32,0,0,0,0,2,0,0,0
6775,142,207,3,38,0,0,0,0,3,0,0,0
6977,327,40,2,30,0,0,0,0,2,0,0,0
8958,537,112,3,35,1,0,1,0,1,0,0,0
8958,537,112,2,30,0,0,0,0,2,0,0,0
7481,553,112,2,31,1,0,0,0,3,0,0,0
8797,1065,1012,2,30,0,0,0,0,3,0,0,0
8797,1065,1012,2,29,0,0,0,0,3,0,0,0
7566,102,276,2,25,0,0,0,0,1,0,0,0
6875,63,331,2,29,0,0,0,0,2,0,0,0
-1,-1,-1,3,41,0,0,0,0,2,0,0,0
6762,552,68,3,32,1,0,0,0,2,0,0,0
7481,553,112,3,47,0,0,0,0,3,0,0,0
6891,47,317,2,33,0,0,0,0,2,0,0,0
6875,63,331,2,29,0,0,0,0,2,0,0,0
6875,63,331,1,22,0,0,0,0,1,0,0,0
-1,-1,-1,2,22,0,0,0,0,2,0,0,0
7628,406,441,3,29,0,0,0,0,1,0,0,0
9073,56,292,2,27,0,0,0,0,2,0,0,0
9073,56,292,2,30,0,0,0,0,2,0,0,0
7481,553,112,2,32,1,0,0,0,3,0,0,0
9073,56,292,2,32,4,0,0,0,2,0,0,0
-1,-1,4,3,35,0,0,0,0,2,0,0,0
7566,468,366,3,30,0,0,0,0,1,0,0,0
7566,468,366,3,29,0,0,0,0,1,0,0,0
-1,-1,-1,2,25,5,0,0,0,2,0,0,0
7736,663,45,3,29,1,0,0,0,1,0,0,0
8531,233,1608,3,32,0,0,0,0,2,0,0,0
8804,2154,39,2,33,0,0,0,0,2,0,0,0
-1,-1,-1,3,28,0,0,0,0,1,0,0,0
7868,165,214,2,36,0,0,1,0,2,0,0,0
8236,162,45,2,28,0,0,0,0,2,0,0,0
-1,-1,-1,2,36,0,0,1,0,2,0,0,0
7360,309,53,3,32,0,0,0,0,1,0,0,0
5963,354,10,3,41,0,0,0,0,1,0,0,0
7866,533,1020,2,35,0,0,0,0,2,0,0,0
5295,182,197,2,29,0,0,0,0,1,0,0,0
7250,420,347,1,19,0,0,0,0,1,0,0,0
7022,1743,143,3,38,0,0,0,0,1,0,0,0
5752,457,865,3,32,0,0,0,0,1,0,0,0
7257,268,96,3,35,0,1,0,0,3,0,0,0
3823,193,1257,2,29,0,1,0,0,1,0,0,0
6990,314,73,2,33,0,0,0,0,2,0,0,0
7617,417,8,3,33,0,0,0,0,1,0,0,0
8508,987,186,2,38,0,0,2,0,1,0,0,0
84,280,84,3,44,0,0,0,0,2,0,0,0
7848,1281,550,3,38,0,0,0,0,1,0,0,0
7782,251,179,3,28,0,0,0,0,2,0,0,0
7776,257,106,3,32,1,0,0,0,1,0,0,0
-1,-1,-1,3,46,0,0,2,0,2,0,0,0
5759,450,706,3,26,0,0,0,0,1,0,0,0
7034,1366,356,3,40,0,0,0,0,2,0,0,0
1548,277,87,2,30,0,0,0,0,2,0,0,0
7041,75,273,2,25,0,0,0,0,2,0,0,0
7621,47,332,2,32,0,0,1,0,2,0,0,0
6875,63,331,2,39,0,0,0,0,2,0,0,0
7351,1049,132,3,38,0,0,0,0,2,0,0,0
-1,1426,1768,4,38,0,0,0,0,2,0,0,0
7953,1541,585,2,21,0,0,0,0,1,0,0,0
-1,-1,-1,2,27,0,0,0,0,2,0,0,0
-1,-1,-1,2,21,0,0,0,0,2,0,0,0
7481,553,112,2,35,0,0,0,0,3,0,0,0
8197,201,556,2,20,0,0,0,0,2,0,0,0
7169,135,230,2,24,0,0,0,0,2,0,0,0
7930,103,252,2,29,0,0,0,0,2,0,0,0
8958,537,112,3,38,0,0,0,0,2,0,0,0
-1,-1,-1,2,36,0,0,0,0,1,0,0,0
9092,547,181,2,31,0,0,0,0,2,0,0,0
7027,277,86,2,28,0,0,0,0,2,0,0,0
7509,525,1546,3,84,5,8,0,0,2,0,0,0
7481,553,112,2,34,0,0,0,0,3,0,0,0
-1,-1,-1,2,27,0,0,0,0,2,0,0,0
-1,-1,-1,3,32,0,0,0,0,2,0,0,0
3996,1481,483,1,20,0,0,0,0,2,0,0,0
6762,552,68,2,27,1,0,0,0,2,0,0,0
1711,114,252,2,27,0,0,0,0,2,0,0,0
6555,18,345,2,24,0,0,0,0,1,0,0,0
7481,553,112,2,37,0,0,0,0,3,0,0,0
9073,56,292,2,27,0,0,0,0,1,0,0,0
7481,553,112,2,41,2,0,0,0,3,0,0,0
6516,57,600,2,24,0,0,0,0,2,0,0,0
6571,368,2971,2,27,0,0,0,0,2,0,0,0
8251,147,221,3,37,0,0,0,0,2,0,0,0
-1,159,207,4,46,0,1,0,0,2,0,0,0
7549,485,1414,2,27,0,0,0,0,2,0,0,0
7509,525,1546,2,29,0,0,0,0,1,0,0,0
8699,66,-1,3,29,0,0,0,0,2,0,0,0
7481,553,112,2,38,0,0,0,0,3,0,0,0
8958,537,112,2,28,0,0,0,0,2,0,0,0
6762,552,68,2,26,1,0,0,0,2,0,0,0
6762,552,68,2,25,1,0,0,0,2,0,0,0
6737,85,299,2,25,2,0,0,0,2,0,0,0
7481,553,112,2,37,0,0,0,0,3,0,0,0
-1,-1,-1,2,31,0,0,0,0,2,0,0,0
1581,244,151,3,44,7,0,0,0,3,0,0,0
6875,63,331,2,33,0,1,0,0,2,0,0,0
-1,-1,-1,3,81,4,5,0,0,2,0,0,0
7147,157,546,3,33,0,0,0,0,2,0,0,0
7650,384,40,3,38,0,0,0,0,1,0,0,0
7622,46,692,3,36,0,1,0,0,1,0,0,0
6459,114,250,3,31,1,0,0,0,1,0,0,0
8282,116,447,1,32,0,0,0,0,2,0,0,0
6859,810,1012,2,26,0,0,0,0,1,0,0,0
7866,533,1020,2,48,0,0,0,0,3,0,0,0
4289,93,271,1,41,0,0,1,0,2,0,0,0
-1,-1,-1,3,30,0,0,0,0,1,0,0,0
7481,553,112,2,36,0,0,0,0,3,0,0,0
7790,265,-1,3,27,0,0,0,0,2,0,0,0
-1,-1,-1,3,24,0,0,0,0,1,0,0,0
6214,360,5,1,23,0,0,1,0,1,0,0,0
-1,-1,-1,3,28,0,0,0,0,1,0,0,0
5793,416,49,2,21,0,0,0,0,2,0,0,0
6236,703,62,3,34,0,0,0,0,1,0,0,0
7481,553,112,3,46,1,0,0,0,3,0,0,0
7958,75,744,4,43,0,0,0,0,1,0,0,0
8488,1007,878,3,27,0,0,0,0,1,0,0,0
7481,553,112,2,26,1,0,0,0,3,0,0,0
-1,-1,-1,4,37,0,0,0,0,1,0,0,0
-1,-1,-1,3,34,0,0,0,0,2,0,0,0
68,296,67,3,36,0,0,0,0,2,0,0,0
9070,1016,76,2,29,0,0,0,0,3,0,0,0
8958,537,112,3,36,0,0,0,0,2,0,0,0
4289,93,271,2,32,0,0,1,0,2,0,0,0
5191,286,78,3,46,4,2,0,0,1,0,0,0
7481,553,112,2,26,1,0,0,0,3,0,0,0
-1,-1,-1,3,44,0,0,0,0,4,0,0,0
-1,-1,-1,2,47,0,0,1,0,3,0,0,0
-1,-1,-1,4,44,0,0,1,0,3,0,0,0
-1,-1,-1,2,22,0,0,0,0,1,0,0,0
8545,219,199,3,67,2,0,0,0,4,0,0,0
8617,147,614,3,92,7,2,0,0,3,0,0,0
6411,1989,256,2,57,2,6,0,0,1,0,0,0
7866,533,1020,2,28,0,0,0,0,2,0,0,0
5506,337,394,5,42,9,0,0,0,1,0,0,0
9119,12,356,2,28,0,0,0,0,2,0,0,0
7124,180,214,2,27,0,0,1,0,2,0,0,0
-1,-1,-1,4,39,0,0,0,0,2,0,0,0
5685,524,1102,2,34,0,2,1,0,1,0,0,0
8040,726,74,3,30,0,0,0,0,1,0,0,0
5991,216,158,3,26,0,0,0,0,1,0,0,0
8516,248,148,3,36,1,0,0,0,2,0,0,0
8419,347,17,3,24,0,0,0,0,1,0,0,0
6875,63,331,2,40,0,0,0,0,2,0,0,0
7922,1938,31,3,39,0,0,0,0,1,0,0,0
438,291,73,3,31,0,0,0,0,1,0,0,0
8958,537,112,2,28,0,0,0,0,2,0,0,0
-1,-1,-1,4,35,0,0,0,0,1,0,0,0
7481,553,112,2,36,0,0,0,0,3,0,0,0
6875,63,331,2,27,0,0,0,0,2,0,0,0
6875,63,331,2,37,0,0,0,0,2,0,0,0
-1,-1,6,3,31,0,0,0,0,3,0,0,0
8958,537,112,2,41,0,0,0,0,2,0,0,0
7439,229,150,2,41,0,0,0,0,2,0,0,0
-1,-1,-1,2,24,0,0,0,0,1,0,0,0
8619,511,220,4,33,0,0,0,0,2,0,0,0
8349,1043,432,2,31,0,0,0,0,1,0,0,0
-1,-1,-1,2,32,0,0,0,0,2,0,0,0
8619,511,220,2,22,0,0,0,0,2,0,0,0
4866,612,125,2,27,0,0,0,0,2,0,0,0
8154,610,707,3,45,3,2,0,0,2,0,0,0
6031,543,432,3,33,0,0,1,0,3,0,0,0
6086,107,212,3,22,0,0,0,0,1,0,0,0
7224,811,539,3,40,0,0,0,0,1,0,0,0
-1,-1,-1,3,37,4,0,1,0,3,0,0,0
-1,-1,-1,4,24,0,0,0,0,2,0,0,0
480,249,124,3,31,0,0,0,0,1,0,0,0
7,358,5,3,36,1,0,1,0,1,0,0,0
7481,553,112,3,50,1,0,0,0,3,0,0,0
-1,-1,-1,2,30,0,0,0,0,3,0,0,0
4394,490,602,3,35,0,0,0,0,1,0,0,0
7900,864,475,2,34,0,0,0,0,2,0,0,0
7481,553,112,2,33,1,0,0,0,3,0,0,0
7651,17,351,1,39,0,0,0,0,3,0,0,0
6875,63,331,2,27,0,0,0,0,2,0,0,0
8958,537,112,2,28,1,0,0,0,2,0,0,0
8411,1450,1965,2,36,0,0,0,0,3,0,0,0
7481,553,112,2,30,0,0,0,0,3,0,0,0
7481,553,112,2,31,1,0,0,0,3,0,0,0
7481,553,112,3,50,0,0,0,0,3,0,0,0
7651,17,351,1,24,0,0,0,0,3,0,0,0
7481,553,112,2,25,0,0,0,0,3,0,0,0
7481,553,112,2,30,0,0,0,0,3,0,0,0
8905,590,0,2,27,0,0,0,0,2,0,0,0
8083,343,672,3,31,0,0,0,0,1,0,0,0
7216,454,309,3,34,2,0,0,0,2,0,0,0
7481,553,112,2,39,1,0,0,0,3,0,0,0
7481,553,112,2,37,1,0,0,0,3,0,0,0
8958,537,112,4,47,0,0,0,0,3,0,0,0
-1,-1,-1,3,40,0,0,0,0,4,0,0,0
-1,-1,-1,2,32,0,0,0,0,2,0,0,0
7357,312,51,3,29,0,0,0,0,2,0,0,0
5326,151,132,3,39,0,0,1,0,2,0,0,0
-1,-1,-1,3,27,0,0,0,0,1,0,0,0
7655,13,370,3,36,0,0,0,0,3,0,0,0
7676,358,13,2,35,0,1,0,0,1,0,0,0
7495,173,122,3,33,0,0,0,0,1,0,0,0
8881,979,53,3,38,0,0,0,0,2,0,0,0
7546,488,915,3,25,0,0,0,0,1,0,0,0
-1,-1,-1,3,36,0,0,1,0,2,0,0,0
5958,250,114,2,22,0,0,1,0,2,0,0,0
6016,192,245,2,18,0,0,0,0,1,0,0,0
8996,97,46,2,32,0,0,0,0,2,0,0,0
9073,56,292,2,28,0,0,0,0,2,0,0,0
7481,553,112,3,49,1,0,0,0,3,0,0,0
5261,216,879,1,38,0,0,0,0,2,0,0,0
7704,331,18,3,25,0,0,0,0,2,0,0,0
7868,165,214,2,35,0,0,0,0,2,0,0,0
6760,1274,77,3,62,5,2,0,0,3,0,0,0
8783,714,96,2,16,0,0,0,0,2,0,0,0
-1,-1,-1,2,42,0,0,0,0,4,0,0,0
-1,-1,-1,2,31,0,0,0,0,4,0,0,0
8619,511,220,4,33,0,0,0,0,2,0,0,0
7481,553,112,3,41,1,0,0,0,3,0,0,0
7950,3371,280,3,44,0,0,0,0,1,0,0,0
8619,511,220,3,36,0,0,0,0,2,0,0,0
8804,2154,39,3,39,0,0,0,0,3,0,0,0
8877,252,116,2,27,0,0,0,0,2,0,0,0
8505,625,1261,2,23,0,0,0,0,2,0,0,0
6801,2329,178,3,30,0,0,0,0,1,0,0,0
7680,355,376,3,24,0,0,0,0,1,0,0,0
7125,545,291,3,31,0,0,0,0,1,0,0,0
-1,-1,-1,4,35,0,0,0,0,2,0,0,0
-1,-1,-1,5,35,0,0,0,0,2,0,0,0
5905,303,16,4,34,0,0,0,0,2,0,0,0
7158,3434,218,2,33,0,0,0,0,2,0,0,0
-1,-1,-1,2,25,0,0,0,0,2,0,0,0
5911,296,151,4,29,0,0,0,0,1,0,0,0
-1,-1,-1,2,65,2,11,0,0,1,0,0,0
6863,806,2526,3,56,0,0,0,0,3,0,0,0
5905,302,17,4,29,0,0,0,0,2,0,0,0
5905,303,16,3,29,0,0,0,0,2,0,0,0
5906,301,18,3,34,0,0,0,0,3,0,0,0
5905,303,16,4,26,0,0,0,0,2,0,0,0
-1,-1,-1,2,15,0,0,0,0,2,0,0,0
-1,-1,-1,4,33,0,0,1,0,2,0,0,0
5905,669,1146,4,42,0,0,0,0,4,0,0,0
5905,302,17,3,31,0,0,0,0,3,0,0,0
261,103,228,2,35,0,0,0,0,1,0,0,0
-1,-1,-1,3,49,0,0,0,0,2,0,0,0
-1,-1,-1,1,32,0,0,0,0,3,0,0,0
8958,537,112,3,34,0,0,0,0,1,0,0,0
6875,63,331,2,31,0,0,0,0,2,0,0,0
5966,242,137,1,26,0,0,0,0,2,0,0,0
407,322,40,2,25,0,0,1,0,1,0,0,0
8958,537,112,3,42,0,0,1,0,2,0,0,0
-1,-1,-1,2,23,0,0,0,0,1,0,0,0
8958,537,112,2,52,1,1,0,0,2,0,0,0
9073,56,292,3,49,0,0,0,0,3,0,0,0
8958,537,112,3,57,0,0,0,0,2,0,0,0
-1,-1,-1,3,42,3,0,1,0,1,0,0,0
6242,332,215,3,32,0,0,1,0,3,0,0,0
7639,29,335,2,36,0,1,0,0,2,0,0,0
-1,-1,-1,2,31,0,0,0,0,3,0,0,0
4515,232,131,3,36,0,0,0,0,1,0,0,0
6875,63,331,2,24,0,0,0,0,2,0,0,0
6095,113,251,2,34,0,0,0,0,2,0,0,0
7481,553,112,2,40,1,0,1,0,3,0,0,0
7481,553,112,3,51,1,0,0,0,3,0,0,0
8958,537,112,4,45,0,0,0,0,2,0,0,0
7481,553,112,3,43,0,0,0,0,3,0,0,0
7481,553,112,2,41,1,0,0,0,3,0,0,0
7481,553,112,2,42,1,0,0,0,3,0,0,0
7481,553,112,3,52,1,0,0,0,3,0,0,0
8958,537,112,3,39,0,0,0,0,2,0,0,0
7962,2628,663,3,33,1,0,0,0,1,0,0,0
6875,63,331,2,38,0,0,0,0,2,0,0,0
8958,537,112,3,29,0,0,0,0,2,0,0,0
7715,7,388,2,22,0,0,0,0,1,0,0,0
8958,537,112,3,31,0,0,0,0,1,0,0,0
8958,537,112,2,34,0,0,0,0,2,0,0,0
8958,537,112,3,42,0,0,0,0,2,0,0,0
7481,553,112,3,50,0,0,0,0,3,0,0,0
917,177,195,3,47,1,0,0,0,1,0,0,0
7481,553,112,3,46,2,0,0,0,3,0,0,0
-1,-1,-1,4,49,1,0,0,0,3,0,0,0
6875,63,331,2,45,0,0,0,0,1,0,0,0
8847,1380,431,3,49,0,0,0,0,3,0,0,0
8958,537,112,3,53,0,0,0,0,2,0,0,0
7481,553,112,2,32,1,0,0,0,3,0,0,0
8686,182,182,2,15,0,0,0,0,2,0,0,0
6875,63,331,2,28,0,0,0,0,1,0,0,0
5555,288,106,3,38,4,1,0,0,2,0,0,0
8513,251,641,3,28,0,0,0,0,1,0,0,0
-1,-1,-1,3,27,0,0,1,0,1,0,0,0
8804,2154,39,3,31,0,0,0,0,3,0,0,0
-1,-1,-1,2,27,0,0,0,0,2,0,0,0
8804,2154,39,2,23,0,0,0,0,2,0,0,0
6660,1374,1214,2,37,0,1,0,0,2,0,0,0
-1,-1,-1,3,38,0,0,0,0,3,0,0,0
-1,-1,-1,2,31,0,0,0,0,1,0,0,0
6762,552,68,3,33,1,0,0,0,1,0,0,0
261,103,228,2,33,0,0,0,0,1,0,0,0
8958,537,112,2,51,0,0,0,0,2,0,0,0
6427,146,1168,3,29,0,0,1,0,1,0,0,0
-1,-1,-1,3,28,0,0,0,0,2,0,0,0
-1,-1,-1,2,25,0,2,0,0,1,0,0,0
5680,894,216,3,27,0,0,0,0,1,0,0,0
7070,234,156,2,40,0,0,0,0,3,0,0,0
7174,861,220,3,27,0,0,0,0,1,0,0,0
6639,299,126,3,44,0,0,2,0,2,0,0,0
7481,553,112,2,32,0,0,0,0,3,0,0,0
346,18,8,4,30,0,0,0,0,1,0,0,0
7992,43,320,2,32,0,0,0,0,2,0,0,0
7137,167,213,2,33,0,0,0,0,2,0,0,0
8226,172,207,2,34,0,0,0,0,2,0,0,0
7008,296,55,2,37,0,1,0,0,2,0,0,0
7400,273,90,3,48,0,2,1,0,2,0,0,0
8958,537,112,2,34,0,0,0,0,2,0,0,0
7682,1813,118,3,41,0,0,0,0,2,0,0,0
7439,229,150,2,33,0,0,0,0,2,0,0,0
